path_no,o_zone_id,d_zone_id,node_sequence,link_sequence,geometry,Path_Flows
126,3,15,3;4;11;10;15;,6;10;32;28;,"LINESTRING (-96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401)",71.85359954833984
127,3,15,3;4;5;9;10;15;,6;9;13;25;28;,"LINESTRING (-96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401)",37.22705078125
128,3,15,3;4;11;14;15;,6;10;34;41;,"LINESTRING (-96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)",31.994016647338867
129,3,15,3;12;11;14;15;,7;36;34;41;,"LINESTRING (-96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)",0.0
130,3,16,3;1;2;6;8;16;,5;1;4;16;22;,"LINESTRING (-96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744)",80.08328247070312
131,3,16,3;4;5;6;8;16;,6;9;12;16;22;,"LINESTRING (-96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744)",58.35105895996094
132,3,16,3;4;5;9;8;16;,6;9;13;24;22;,"LINESTRING (-96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.711382 43.546744)",37.29972839355469
133,3,16,3;1;2;6;8;7;18;16;,5;1;4;16;20;18;55;,"LINESTRING (-96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",28.461856842041016
134,3,16,3;4;5;6;8;7;18;16;,6;9;12;16;20;18;55;,"LINESTRING (-96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",82.10778045654297
135,3,16,3;4;5;9;8;7;18;16;,6;9;13;24;20;18;55;,"LINESTRING (-96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",0.0
136,3,17,3;4;11;10;17;,6;10;32;30;,"LINESTRING (-96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.731438 43.545271, -96.711382 43.541280)",46.45502471923828
137,3,17,3;4;5;9;10;17;,6;9;13;25;30;,"LINESTRING (-96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.541280)",81.43238830566406
138,3,17,3;1;2;6;8;16;17;,5;1;4;16;22;49;,"LINESTRING (-96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280)",8.583572387695312
139,3,17,3;4;5;6;8;16;17;,6;9;12;16;22;49;,"LINESTRING (-96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280)",0.0
140,3,22,3;12;11;14;15;22;,7;36;34;41;46;,"LINESTRING (-96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858)",58.34730529785156
141,3,22,3;12;13;24;21;22;,7;37;39;75;65;,"LINESTRING (-96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485, -96.731241 43.514858)",5.050416469573975
142,3,22,3;12;13;24;23;22;,7;37;39;76;72;,"LINESTRING (-96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.731241 43.514858)",36.60227966308594
143,3,23,3;12;11;14;23;,7;36;34;42;,"LINESTRING (-96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858)",10.201004028320312
144,3,23,3;12;13;24;23;,7;37;39;76;,"LINESTRING (-96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858)",89.79899597167969
145,4,1,4;3;1;,8;5;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",500.0
146,4,2,4;3;1;2;,8;5;1;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",91.94892883300781
147,4,2,4;5;6;2;,9;12;14;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711251 43.605813)",108.05107116699219
148,4,6,4;5;6;,9;12;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586)",400.0
149,4,7,4;5;6;8;7;,9;12;16;20;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844)",27.461759567260742
150,4,7,4;5;9;8;7;,9;13;24;20;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844)",31.502723693847656
151,4,7,4;5;6;8;16;18;7;,9;12;16;22;50;54;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",341.0355224609375
152,4,8,4;5;6;8;,9;12;16;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324)",18.80397605895996
153,4,8,4;5;9;8;,9;13;24;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324)",681.196044921875
154,4,9,4;5;9;,9;13;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596)",700.0
155,4,10,4;11;10;,10;32;,"LINESTRING (-96.747168 43.563654, -96.746841 43.544131, -96.731438 43.545271)",23.507564544677734
156,4,10,4;5;9;10;,9;13;25;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271)",91.08607482910156
157,4,10,4;3;12;11;10;,8;7;36;32;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271)",1085.4063720703125
158,4,11,4;3;12;11;,8;7;36;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131)",0.0
159,4,12,4;3;12;,8;7;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",600.0
160,4,13,4;3;12;13;,8;7;37;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",600.0
161,4,14,4;11;14;,10;34;,"LINESTRING (-96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306)",7.9751057624816895
162,4,14,4;3;12;11;14;,8;7;36;34;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306)",17.724390029907227
163,4,14,4;5;9;10;15;14;,9;13;25;28;44;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.751035 43.529306)",62.435264587402344
164,4,14,4;3;12;13;24;23;14;,8;7;37;39;76;71;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306)",411.865234375
165,4,15,4;11;10;15;,10;32;28;,"LINESTRING (-96.747168 43.563654, -96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401)",85.70993041992188
166,4,15,4;5;9;10;15;,9;13;25;28;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401)",39.366424560546875
167,4,15,4;11;14;15;,10;34;41;,"LINESTRING (-96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)",21.530906677246094
168,4,15,4;3;12;11;14;15;,8;7;36;34;41;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)",353.3927307128906
169,4,16,4;5;6;8;16;,9;12;16;22;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744)",27.1751708984375
170,4,16,4;5;9;8;16;,9;13;24;22;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.711382 43.546744)",8.146760940551758
171,4,16,4;5;6;8;7;18;16;,9;12;16;20;18;55;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",48.48938751220703
172,4,16,4;5;9;8;7;18;16;,9;13;24;20;18;55;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",716.1886596679688
173,4,17,4;11;10;17;,10;32;30;,"LINESTRING (-96.747168 43.563654, -96.746841 43.544131, -96.731438 43.545271, -96.711382 43.541280)",51.779808044433594
174,4,17,4;5;9;10;17;,9;13;25;30;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.541280)",35.127262115478516
175,4,17,4;5;6;8;16;17;,9;12;16;22;49;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280)",413.0929260253906
176,4,18,4;5;6;8;7;18;,9;12;16;20;18;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",22.304302215576172
177,4,18,4;5;9;8;7;18;,9;13;24;20;18;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",89.17186737060547
178,4,18,4;5;6;8;16;18;,9;12;16;22;50;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744)",0.0
179,4,19,4;11;10;15;19;,10;32;28;45;,"LINESTRING (-96.747168 43.563654, -96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591)",54.051307678222656
180,4,19,4;5;9;10;15;19;,9;13;25;28;45;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591)",98.43514251708984
181,4,19,4;5;6;8;16;17;19;,9;12;16;22;49;53;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591)",95.02366638183594
182,4,19,4;3;12;11;14;15;19;,8;7;36;34;41;45;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.711316 43.529591)",0.0
183,4,20,4;5;6;8;7;18;20;,9;12;16;20;18;56;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",94.71578979492188
184,4,20,4;5;9;8;7;18;20;,9;13;24;20;18;56;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",2.352848768234253
185,4,20,4;5;6;8;16;18;20;,9;12;16;22;50;56;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333)",71.50559997558594
186,4,20,4;5;9;10;15;19;20;,9;13;25;28;45;59;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333)",131.42575073242188
187,4,21,4;3;12;13;24;21;,8;7;37;39;75;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485)",50.21977233886719
188,4,21,4;5;9;10;15;19;20;21;,9;13;25;28;45;59;62;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.730979 43.510485)",149.7802276611328
189,4,22,4;11;10;15;22;,10;32;28;46;,"LINESTRING (-96.747168 43.563654, -96.746841 43.544131, -96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858)",5.822352886199951
190,4,22,4;5;9;10;15;22;,9;13;25;28;46;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858)",72.10214233398438
191,4,22,4;11;14;15;22;,10;34;41;46;,"LINESTRING (-96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858)",69.3036880493164
192,4,22,4;3;12;11;14;15;22;,8;7;36;34;41;46;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401, -96.731241 43.514858)",5.0987091064453125
193,4,22,4;3;12;13;24;21;22;,8;7;37;39;75;65;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485, -96.731241 43.514858)",78.92353820800781
194,4,22,4;3;12;13;24;23;22;,8;7;37;39;76;72;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.731241 43.514858)",9.769461631774902
195,4,22,4;5;9;10;15;19;20;22;,9;13;25;28;45;59;63;,"LINESTRING (-96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858)",158.98011779785156
196,4,23,4;11;14;23;,10;34;42;,"LINESTRING (-96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858)",7.536725044250488
197,4,23,4;3;12;11;14;23;,8;7;36;34;42;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858)",55.448612213134766
198,4,23,4;3;12;13;24;23;,8;7;37;39;76;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858)",437.0146484375
199,4,24,4;3;12;13;24;,8;7;37;39;,"LINESTRING (-96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164)",200.0
200,5,1,5;4;3;1;,11;8;5;,"LINESTRING (-96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",200.0
201,5,2,5;4;3;1;2;,11;8;5;1;,"LINESTRING (-96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",35.279319763183594
202,5,2,5;6;2;,12;14;,"LINESTRING (-96.731569 43.564034, -96.711644 43.587586, -96.711251 43.605813)",64.7206802368164
203,5,3,5;4;3;,11;8;,"LINESTRING (-96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",100.0
204,5,7,5;6;8;7;,12;16;20;,"LINESTRING (-96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844)",87.16016387939453
205,5,7,5;9;8;7;,13;24;20;,"LINESTRING (-96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844)",83.23503875732422
206,5,7,5;6;8;16;18;7;,12;16;22;50;54;,"LINESTRING (-96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",29.60479736328125
207,5,8,5;6;8;,12;16;,"LINESTRING (-96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324)",35.51659393310547
208,5,8,5;9;8;,13;24;,"LINESTRING (-96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324)",464.4833984375
209,5,10,5;9;10;,13;25;,"LINESTRING (-96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271)",44.630619049072266
210,5,10,5;4;3;12;11;10;,11;8;7;36;32;,"LINESTRING (-96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271)",955.369384765625
211,5,11,5;4;11;,11;10;,"LINESTRING (-96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",51.329132080078125
212,5,11,5;4;3;12;11;,11;8;7;36;,"LINESTRING (-96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131)",448.6708679199219
213,5,12,5;4;3;12;,11;8;7;,"LINESTRING (-96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",200.0
214,5,13,5;4;3;12;13;,11;8;7;37;,"LINESTRING (-96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",200.0
215,5,14,5;4;11;14;,11;10;34;,"LINESTRING (-96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306)",9.699394226074219
216,5,14,5;4;3;12;11;14;,11;8;7;36;34;,"LINESTRING (-96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306)",80.86062622070312
217,5,14,5;9;10;15;14;,13;25;28;44;,"LINESTRING (-96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.751035 43.529306)",70.17910766601562
218,5,14,5;4;3;12;13;24;23;14;,11;8;7;37;39;76;71;,"LINESTRING (-96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306)",0.0
219,5,15,5;9;10;15;,13;25;28;,"LINESTRING (-96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401)",7.785828113555908
220,5,15,5;4;3;12;11;14;15;,11;8;7;36;34;41;,"LINESTRING (-96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)",192.21417236328125
221,5,16,5;6;8;16;,12;16;22;,"LINESTRING (-96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744)",86.38452911376953
222,5,16,5;9;8;16;,13;24;22;,"LINESTRING (-96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.711382 43.546744)",15.563128471374512
223,5,16,5;6;8;7;18;16;,12;16;20;18;55;,"LINESTRING (-96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",90.13360595703125
224,5,16,5;9;8;7;18;16;,13;24;20;18;55;,"LINESTRING (-96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",307.9188232421875
225,5,17,5;9;10;17;,13;25;30;,"LINESTRING (-96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.541280)",71.50637817382812
226,5,17,5;6;8;16;17;,12;16;22;49;,"LINESTRING (-96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280)",128.49362182617188
227,5,19,5;9;10;15;19;,13;25;28;45;,"LINESTRING (-96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591)",84.05117797851562
228,5,19,5;6;8;16;17;19;,12;16;22;49;53;,"LINESTRING (-96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591)",15.948822021484375
229,5,20,5;6;8;7;18;20;,12;16;20;18;56;,"LINESTRING (-96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",62.8077392578125
230,5,20,5;9;8;7;18;20;,13;24;20;18;56;,"LINESTRING (-96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",47.395233154296875
231,5,20,5;6;8;16;18;20;,12;16;22;50;56;,"LINESTRING (-96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333)",24.03482437133789
232,5,20,5;9;10;15;19;20;,13;25;28;45;59;,"LINESTRING (-96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333)",0.0
233,5,21,5;4;3;12;13;24;21;,11;8;7;37;39;75;,"LINESTRING (-96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485)",52.790653228759766
234,5,21,5;9;10;15;22;21;,13;25;28;46;69;,"LINESTRING (-96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.731241 43.514858, -96.730979 43.510485)",99.04955291748047
235,5,21,5;6;8;7;18;20;21;,12;16;20;18;56;62;,"LINESTRING (-96.731569 43.564034, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485)",54.35184097290039
236,5,21,5;9;10;15;19;20;21;,13;25;28;45;59;62;,"LINESTRING (-96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.730979 43.510485)",0.0
